,year,ISO_code,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_freedom,pf_religion_repression,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_entry,pf_association_assembly,pf_association_barries,pf_association_bans,pf_association_estopparties,pf_association_opposition,pf_association_civilrepression,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_media,pf_expression_cable,pf_expression_newspapers,pf_expression_control,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_regulatory,ef_legal_police,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,womens_freedom
1461,2009,SVK,Slovak Republic,Eastern Europe,8.22,24.0,1.0,,,,6.2,9.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,8.4,9.1,9.7,8.3,8.9,7.9,10.0,9.1,8.5,8.8,10.0,8.8,9.1,10.0,10.0,7.4,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.77,30.0,4.5,4.2,9.2,10.0,3.0,6.5,8.9,6.7,4.5,4.4,5.8,10.0,6.8,4.4,9.7,4.6,1.0,6.3,9.7,9.5,9.7,10.0,9.7,9.4,8.9,6.3,8.2,7.5,7.6,7.5,10.0,7.5,5.4,6.4,6.4,8.0,10.0,6.0,10.0,8.7,6.7,4.0,7.2,8.0,8.8,10.0,7.4,3.1,6.8,9.4,7.5,6.2,7.1,6.7,7.6,7.66,23.0,10.0
1462,2008,SVK,Slovak Republic,Eastern Europe,8.29,22.0,1.0,,,,6.3,9.4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,8.4,9.1,10.0,9.4,9.2,7.9,10.0,9.1,8.5,8.8,10.0,8.8,9.1,10.0,10.0,7.7,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.82,28.0,4.9,4.9,10.0,10.0,3.0,6.5,8.9,7.0,4.8,4.6,6.0,10.0,6.9,4.4,9.6,4.3,1.0,6.3,9.6,9.3,9.1,10.0,9.5,9.6,8.9,5.6,8.0,8.0,6.9,7.5,10.0,6.9,5.4,6.4,6.2,7.9,10.0,9.1,10.0,9.7,8.3,4.4,7.6,8.0,7.6,10.0,7.7,3.2,6.8,9.4,7.5,6.2,7.1,6.7,8.0,7.76,21.0,10.0
1463,2018,SVN,Slovenia,Eastern Europe,8.05,33.0,1.0,7.9,6.6,5.6,6.7,9.8,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,9.2,9.3,9.2,7.8,8.9,8.9,10.0,9.1,8.3,8.7,8.8,9.3,9.1,10.0,10.0,7.5,10.0,10.0,10.0,9.6,7.0,10.0,10.0,10.0,10.0,9.0,8.77,23.0,4.1,4.9,9.0,4.0,0.0,2.0,6.9,5.4,5.5,5.2,6.4,9.2,7.4,4.2,8.3,7.4,1.0,6.5,8.0,9.7,9.7,10.0,9.3,9.1,9.0,6.3,8.1,6.8,10.0,8.4,10.0,7.0,3.1,7.7,5.9,8.1,5.0,10.0,10.0,8.3,2.2,2.7,6.1,8.0,8.1,10.0,6.2,2.7,7.6,9.6,9.5,6.9,7.4,7.3,7.3,7.33,62.0,10.0
1464,2017,SVN,Slovenia,Eastern Europe,8.02,35.0,1.0,7.6,6.3,5.5,6.5,9.6,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,9.3,9.1,9.2,7.8,8.9,9.0,10.0,9.3,8.3,8.8,10.0,9.5,9.5,10.0,10.0,7.5,10.0,10.0,10.0,9.6,7.0,10.0,10.0,10.0,10.0,9.0,8.73,25.0,4.1,5.1,9.5,4.0,0.0,2.0,6.9,5.5,5.4,5.1,5.9,9.2,7.4,4.2,8.3,7.2,1.0,6.4,7.3,9.8,9.7,10.0,9.2,9.0,9.0,6.7,8.2,6.2,10.0,8.1,10.0,7.0,3.1,7.7,5.9,8.1,5.0,10.0,10.0,8.3,2.2,2.6,5.8,8.0,8.1,10.0,6.1,2.7,7.6,9.6,9.3,6.9,7.4,7.3,7.2,7.3,61.0,10.0
1465,2016,SVN,Slovenia,Eastern Europe,8.04,35.0,1.0,7.7,5.9,5.8,6.5,9.8,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,9.3,9.2,9.2,7.8,8.9,9.0,10.0,9.3,8.4,8.8,10.0,10.0,9.6,10.0,10.0,8.0,10.0,10.0,10.0,9.7,7.0,10.0,10.0,10.0,10.0,9.0,8.76,25.0,4.1,4.9,9.2,4.0,0.0,2.0,6.9,5.4,5.6,5.2,5.9,9.2,7.4,4.2,8.4,7.1,0.9,6.5,8.2,9.9,10.0,10.0,9.5,9.0,9.0,6.8,8.3,6.0,10.0,8.0,10.0,7.0,3.1,7.7,5.9,8.1,5.0,8.7,10.0,7.9,2.2,2.4,5.7,8.0,8.1,10.0,6.1,2.8,7.8,9.6,9.4,7.0,7.3,7.3,7.1,7.31,58.0,10.0
1466,2015,SVN,Slovenia,Eastern Europe,8.09,35.0,1.0,7.7,5.9,5.8,7.0,9.6,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,7.0,9.3,9.8,7.5,8.4,9.0,10.0,9.3,8.5,8.9,10.0,10.0,9.6,10.0,10.0,8.0,10.0,10.0,10.0,9.7,7.0,10.0,10.0,10.0,10.0,9.0,8.84,23.0,4.2,5.0,7.2,4.0,0.0,2.0,7.4,5.2,5.7,5.2,5.9,9.2,7.5,4.2,8.4,7.5,0.9,6.5,9.3,9.9,9.9,10.0,9.8,9.1,9.0,7.0,8.4,6.0,10.0,8.0,10.0,7.0,3.1,7.7,5.9,8.1,5.0,8.8,10.0,7.9,2.2,2.3,5.4,8.0,8.1,10.0,6.0,2.9,8.7,9.6,8.7,7.3,7.3,7.4,7.1,7.33,57.0,10.0
1467,2014,SVN,Slovenia,Eastern Europe,8.09,36.0,1.0,8.0,6.4,6.6,6.9,9.7,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,7.0,9.3,8.9,6.5,7.9,8.4,10.0,9.3,8.5,8.9,10.0,10.0,9.5,10.0,10.0,7.6,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.86,22.0,4.2,4.9,6.8,4.0,0.0,2.0,7.4,5.1,5.5,5.1,5.9,9.2,7.5,5.1,8.4,6.6,0.9,6.5,9.4,9.7,10.0,10.0,9.8,9.8,8.9,6.5,8.4,7.0,10.0,8.5,10.0,7.0,3.1,7.7,5.9,8.2,5.0,7.7,10.0,7.6,2.2,3.4,5.7,8.0,8.1,10.0,6.2,2.6,8.7,9.7,8.7,7.3,7.3,7.4,7.1,7.31,58.0,10.0
1468,2013,SVN,Slovenia,Eastern Europe,7.97,37.0,1.0,8.0,6.4,6.3,6.8,9.8,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,7.0,9.3,8.7,7.0,8.0,9.1,10.0,9.3,8.5,8.9,10.0,10.0,9.6,10.0,10.0,7.6,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.85,22.0,4.0,4.6,8.0,4.0,0.0,2.0,7.4,5.2,5.3,4.8,5.7,9.2,7.4,5.1,7.3,6.6,0.9,6.2,9.4,9.6,9.6,10.0,9.7,9.6,8.9,6.2,8.3,5.9,7.9,6.9,10.0,7.0,3.1,7.7,5.9,7.8,5.0,4.0,10.0,6.3,2.2,2.4,4.9,8.0,8.1,10.0,5.9,2.6,8.7,9.7,8.7,7.5,7.1,7.3,6.5,7.09,73.0,10.0
1469,2012,SVN,Slovenia,Eastern Europe,8.02,39.0,2.0,8.4,6.1,5.8,6.8,9.7,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,8.7,9.3,8.7,6.9,8.4,9.4,10.0,9.4,8.5,8.9,10.0,8.9,9.4,10.0,10.0,7.6,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.87,24.0,4.0,4.0,8.3,4.0,1.0,2.5,7.3,5.2,5.2,4.9,5.8,9.2,7.4,5.1,7.3,6.6,0.9,6.2,9.3,9.2,9.5,10.0,9.5,9.6,8.9,6.1,8.2,5.9,7.9,6.9,10.0,7.0,3.1,6.4,5.5,7.7,8.0,8.4,10.0,8.8,2.2,2.3,5.3,6.0,8.1,10.0,5.7,2.7,8.7,9.7,8.1,7.8,7.1,7.4,7.3,7.17,64.0,10.0
1470,2011,SVN,Slovenia,Eastern Europe,8.0,41.0,2.0,8.2,6.0,5.9,6.7,9.7,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,8.7,9.3,8.5,6.6,8.3,8.6,10.0,9.4,8.5,8.9,10.0,9.5,9.4,10.0,10.0,7.4,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.83,25.0,3.9,3.5,8.5,4.0,1.0,2.5,7.3,5.2,5.6,5.1,5.9,9.2,7.4,5.1,7.3,6.2,0.9,6.2,9.4,9.1,9.6,10.0,9.5,9.7,8.9,6.2,8.3,6.3,7.9,7.1,10.0,7.6,3.1,6.4,5.7,7.8,8.0,7.4,10.0,8.5,2.2,2.1,5.1,6.0,8.1,10.0,5.6,2.9,8.3,9.7,8.1,7.6,7.1,7.3,7.1,7.16,66.0,10.0
1471,2010,SVN,Slovenia,Eastern Europe,7.97,40.0,2.0,8.2,6.0,5.9,6.7,9.7,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,8.7,9.3,8.4,6.3,8.2,8.6,10.0,9.4,8.5,8.9,10.0,10.0,9.5,10.0,10.0,7.4,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.83,26.0,3.8,3.8,7.6,4.0,1.0,2.5,7.3,5.0,5.6,5.1,5.9,9.2,7.4,5.1,7.3,5.6,0.9,6.2,9.4,9.2,9.6,10.0,9.5,9.6,9.0,6.4,8.3,6.7,7.9,7.3,10.0,8.2,3.8,6.4,6.2,7.9,5.0,7.6,10.0,7.5,2.2,2.2,4.7,6.0,8.1,10.0,5.6,3.3,8.3,9.7,8.1,7.6,7.1,7.4,6.8,7.1,65.0,10.0
1472,2009,SVN,Slovenia,Eastern Europe,8.03,37.0,2.0,8.2,6.0,5.9,6.7,9.7,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,8.7,9.3,8.7,6.1,8.2,8.4,10.0,9.4,8.5,8.9,10.0,10.0,9.5,10.0,10.0,7.5,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.84,27.0,3.8,3.9,8.4,4.0,1.0,2.5,7.3,5.2,5.8,5.5,6.1,9.2,7.4,5.1,7.2,6.2,0.9,6.3,9.2,9.5,9.8,10.0,9.6,9.4,8.9,6.3,8.2,6.8,7.5,7.2,10.0,8.8,3.8,6.4,6.4,7.9,8.0,7.7,10.0,8.6,2.2,2.9,5.4,8.0,7.3,10.0,6.0,4.1,2.9,9.7,8.1,7.5,7.1,6.6,7.0,7.22,53.0,10.0
1473,2008,SVN,Slovenia,Eastern Europe,8.02,37.0,2.0,8.2,6.0,5.9,6.7,9.8,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.8,10.0,10.0,10.0,10.0,7.4,9.3,8.3,6.6,7.9,8.8,10.0,9.4,8.5,8.9,10.0,8.0,9.1,10.0,10.0,7.6,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,8.78,30.0,4.3,4.6,9.7,4.0,0.0,2.0,6.9,5.5,5.8,5.7,6.3,9.2,7.2,5.1,4.3,6.4,0.9,6.0,9.3,9.5,8.9,10.0,9.4,9.6,8.9,5.6,8.0,7.0,7.2,7.1,10.0,9.4,6.9,6.4,7.6,8.2,8.0,9.9,10.0,9.3,2.2,3.4,5.7,4.7,6.6,10.0,5.4,4.7,2.9,9.7,8.0,7.6,7.1,6.7,7.1,7.25,52.0,10.0
1474,2018,ZAF,South Africa,Sub-Saharan Africa,7.07,68.0,2.0,5.8,6.1,5.3,5.7,0.0,10.0,10.0,5.0,9.9,10.0,9.0,10.0,7.5,8.8,5.9,10.0,10.0,10.0,10.0,8.9,7.2,8.3,9.8,8.5,9.5,10.0,8.8,8.5,8.6,7.1,8.5,8.7,10.0,10.0,7.5,10.0,10.0,10.0,9.6,7.0,10.0,10.0,10.0,7.5,8.2,7.41,63.0,4.1,8.7,3.8,7.0,5.0,6.0,8.0,6.1,6.0,5.3,5.6,8.3,4.8,5.0,6.9,3.7,1.0,5.7,9.2,9.5,9.1,5.0,8.2,8.7,8.5,4.2,7.1,5.4,4.7,5.1,10.0,1.7,0.8,8.3,3.6,6.4,10.0,7.5,10.0,9.2,5.6,3.1,4.1,8.0,8.3,10.0,6.5,3.4,3.3,8.7,4.7,8.4,7.6,6.0,7.2,6.73,90.0,9.26
1475,2017,ZAF,South Africa,Sub-Saharan Africa,7.05,69.0,2.0,5.8,5.9,5.2,5.7,0.0,10.0,10.0,5.0,9.9,10.0,9.0,10.0,7.5,8.8,5.9,10.0,10.0,10.0,10.0,8.0,7.3,8.3,9.8,8.4,9.7,10.0,9.1,8.7,8.9,7.7,8.6,9.0,10.0,10.0,7.5,10.0,10.0,10.0,9.6,7.0,10.0,10.0,10.0,7.5,8.2,7.42,66.0,4.1,8.1,3.8,5.0,4.0,4.5,8.1,5.7,5.9,5.3,5.5,8.3,4.9,5.0,7.0,3.7,1.0,5.7,9.0,9.7,9.0,5.0,8.2,8.8,8.5,4.8,7.4,5.5,4.7,5.1,10.0,1.7,0.8,8.3,3.6,6.5,10.0,7.5,10.0,9.2,5.6,3.5,4.3,8.0,8.3,10.0,6.6,3.7,3.6,8.7,4.7,8.4,7.6,6.1,7.3,6.68,93.0,9.26
1476,2016,ZAF,South Africa,Sub-Saharan Africa,6.98,76.0,2.0,5.9,6.1,5.2,5.7,0.0,10.0,10.0,5.0,9.9,10.0,9.0,10.0,10.0,10.0,6.3,5.0,5.0,10.0,6.7,9.2,8.5,8.3,9.8,9.0,9.7,10.0,9.1,8.6,8.9,7.8,7.8,8.8,10.0,10.0,6.2,10.0,10.0,10.0,9.4,7.0,10.0,10.0,10.0,10.0,9.0,7.29,72.0,4.2,8.2,3.8,4.0,4.0,4.0,8.2,5.7,6.1,5.5,5.9,8.3,4.9,5.0,7.1,3.6,1.0,5.8,8.9,9.7,8.7,5.0,8.1,8.9,8.5,5.1,7.5,5.6,3.7,4.7,10.0,1.7,0.8,8.3,3.6,6.4,10.0,7.5,10.0,9.2,5.6,3.2,4.1,8.0,8.3,10.0,6.5,3.6,3.8,8.6,6.5,8.5,7.6,6.4,7.4,6.67,98.0,10.0
1477,2015,ZAF,South Africa,Sub-Saharan Africa,7.19,66.0,2.0,5.9,6.1,5.2,5.7,0.0,10.0,10.0,5.0,10.0,9.9,9.0,10.0,10.0,10.0,6.3,10.0,10.0,10.0,10.0,9.2,8.4,8.3,9.5,8.8,9.7,10.0,9.1,8.6,8.9,7.8,7.7,8.8,10.0,10.0,6.4,10.0,10.0,10.0,9.4,7.0,10.0,10.0,10.0,10.0,9.0,7.6,60.0,4.3,8.0,3.9,4.0,4.0,4.0,8.2,5.7,6.6,6.1,6.7,8.3,4.9,5.0,7.2,3.9,1.0,6.1,8.8,9.5,9.1,5.0,8.1,8.8,8.5,4.9,7.4,6.2,3.7,4.9,10.0,1.7,0.8,8.3,3.6,6.5,10.0,10.0,10.0,10.0,5.6,2.1,3.1,8.0,8.3,10.0,6.2,3.3,4.0,8.6,6.5,8.6,7.7,6.5,7.5,6.77,91.0,10.0
1478,2014,ZAF,South Africa,Sub-Saharan Africa,7.18,65.0,2.0,5.7,6.1,5.2,5.4,0.0,10.0,10.0,2.5,9.9,10.0,8.5,10.0,10.0,10.0,6.2,10.0,10.0,10.0,10.0,10.0,9.0,8.7,5.7,8.3,10.0,10.0,9.2,8.7,8.9,7.8,8.0,8.9,9.4,10.0,6.2,10.0,10.0,10.0,9.3,,10.0,10.0,10.0,10.0,10.0,7.55,59.0,4.2,8.1,4.6,6.0,5.0,5.5,7.9,6.1,6.4,5.9,6.7,8.3,5.0,5.0,7.5,4.4,1.0,6.1,8.9,9.5,8.7,5.0,8.0,8.9,8.5,4.7,7.4,6.2,3.7,4.9,10.0,1.7,0.8,8.3,3.6,6.5,10.0,7.2,10.0,9.1,5.6,2.5,3.9,8.0,8.3,10.0,6.4,3.2,4.0,8.5,7.2,8.6,7.8,6.5,7.3,6.81,90.0,10.0
1479,2013,ZAF,South Africa,Sub-Saharan Africa,7.18,67.0,2.0,5.6,5.6,5.0,5.1,0.0,10.0,10.0,2.5,10.0,10.0,8.5,10.0,10.0,10.0,6.2,10.0,10.0,10.0,10.0,10.0,9.0,8.4,5.7,8.3,10.0,10.0,9.2,8.7,8.9,7.8,8.0,8.9,10.0,10.0,6.8,10.0,10.0,7.5,9.0,,10.0,10.0,10.0,10.0,10.0,7.43,65.0,4.3,8.3,4.3,6.0,5.0,5.5,7.9,6.1,6.4,5.9,6.8,8.3,5.3,5.0,7.5,4.4,1.0,6.2,8.8,9.5,9.3,5.0,8.2,8.7,8.5,3.7,7.0,6.3,7.5,6.9,10.0,1.7,0.8,8.3,3.6,6.9,10.0,6.8,10.0,8.9,5.6,1.8,2.8,8.0,8.3,10.0,6.1,3.1,4.0,9.4,7.2,10.0,7.8,6.9,7.3,6.92,80.0,10.0
1480,2012,ZAF,South Africa,Sub-Saharan Africa,7.19,65.0,2.0,5.4,5.3,4.5,5.1,0.0,10.0,10.0,2.5,10.0,10.0,8.5,10.0,10.0,10.0,6.2,10.0,10.0,10.0,10.0,10.0,9.6,8.5,5.9,8.5,10.0,10.0,9.5,8.9,9.2,8.9,9.5,9.5,10.0,10.0,6.5,10.0,10.0,7.5,9.0,,10.0,10.0,10.0,10.0,10.0,7.51,65.0,4.5,8.2,4.3,6.0,5.0,5.5,7.4,6.0,6.2,5.8,6.6,8.3,5.5,5.0,7.6,4.6,1.0,6.2,9.3,9.2,8.9,5.0,8.1,8.7,8.5,3.6,6.9,6.2,7.5,6.8,10.0,1.7,0.8,8.0,3.5,6.8,10.0,7.0,10.0,9.0,4.4,1.5,2.8,8.0,8.3,10.0,5.8,3.2,4.0,9.4,7.4,9.6,7.8,6.9,7.3,6.87,81.0,10.0
1481,2011,ZAF,South Africa,Sub-Saharan Africa,7.25,62.0,2.0,5.9,5.5,4.9,5.4,0.0,10.0,10.0,2.5,10.0,10.0,8.5,10.0,10.0,10.0,6.2,10.0,10.0,10.0,10.0,10.0,9.9,8.3,6.0,8.6,10.0,10.0,9.5,8.9,9.2,8.2,9.5,9.4,10.0,10.0,6.6,10.0,10.0,7.5,9.0,,10.0,10.0,10.0,10.0,10.0,7.59,63.0,4.4,8.4,4.5,6.0,5.0,5.5,7.4,6.0,6.1,5.7,6.4,8.3,5.5,5.0,7.6,4.7,1.0,6.2,9.6,9.5,9.0,5.0,8.3,8.7,8.5,3.2,6.8,6.1,7.4,6.7,10.0,1.7,0.8,8.0,3.5,6.8,10.0,7.5,10.0,9.2,4.4,1.9,3.1,8.0,8.3,10.0,6.0,2.9,5.2,9.4,7.4,8.8,7.8,6.9,7.3,6.91,78.0,10.0
1482,2010,ZAF,South Africa,Sub-Saharan Africa,6.97,81.0,3.0,5.9,5.5,4.9,5.4,0.0,10.0,10.0,2.5,10.0,10.0,8.5,10.0,0.0,5.0,4.5,10.0,10.0,5.0,8.3,10.0,10.0,8.8,6.5,8.8,10.0,10.0,9.5,8.9,9.2,8.2,9.5,9.4,10.0,10.0,6.8,10.0,10.0,10.0,9.5,,10.0,10.0,10.0,10.0,10.0,7.07,89.0,4.3,8.6,4.1,6.0,5.0,5.5,7.4,6.0,5.9,5.7,6.3,8.3,5.5,5.0,7.7,4.4,1.0,6.1,9.2,9.4,9.1,5.0,8.2,8.8,8.5,3.3,6.8,6.1,5.7,5.9,10.0,1.7,0.8,8.0,3.5,6.5,10.0,7.8,10.0,9.3,4.4,2.5,3.4,8.0,8.3,10.0,6.1,2.9,5.2,9.4,8.5,8.8,7.8,7.1,7.5,6.86,80.0,6.0
1483,2009,ZAF,South Africa,Sub-Saharan Africa,6.88,87.0,3.0,5.9,5.5,4.9,5.4,0.0,10.0,10.0,2.5,10.0,10.0,8.5,10.0,0.0,5.0,4.5,10.0,10.0,5.0,8.3,7.5,9.7,9.0,6.4,8.1,10.0,10.0,9.5,8.9,9.2,8.2,10.0,9.5,10.0,10.0,7.0,10.0,10.0,10.0,9.5,,10.0,10.0,10.0,10.0,10.0,7.02,88.0,4.3,8.3,3.8,6.0,5.0,5.5,8.2,6.0,5.8,5.7,6.3,8.3,5.5,5.0,6.7,4.1,1.0,5.9,9.0,9.1,8.6,5.0,7.9,9.1,8.5,3.9,7.2,6.1,5.5,5.8,10.0,1.7,0.8,8.0,3.5,6.6,10.0,7.3,10.0,9.1,4.4,2.5,3.6,8.0,8.1,10.0,6.1,3.3,2.4,9.2,7.7,8.0,7.8,6.4,7.2,6.73,83.0,6.0
1484,2008,ZAF,South Africa,Sub-Saharan Africa,6.88,85.0,3.0,5.9,5.5,4.9,5.4,0.0,10.0,10.0,2.5,10.0,10.0,8.5,10.0,0.0,5.0,4.5,10.0,10.0,5.0,8.3,7.5,9.7,9.2,6.1,8.1,10.0,10.0,9.5,8.9,9.2,8.2,10.0,9.5,10.0,10.0,7.0,10.0,10.0,10.0,9.5,,10.0,10.0,10.0,10.0,10.0,7.02,89.0,4.4,8.5,5.0,5.0,4.0,4.5,8.2,6.1,6.0,5.6,6.6,8.3,5.5,5.0,6.7,3.8,1.0,5.9,8.4,9.0,7.7,5.0,7.5,9.1,8.4,3.6,7.0,6.2,5.5,5.8,10.0,1.7,0.8,8.0,3.5,6.6,10.0,9.6,10.0,9.9,4.4,2.5,3.9,8.0,7.8,10.0,6.1,3.7,2.4,9.2,8.1,8.0,7.8,6.5,7.5,6.74,84.0,6.0
1485,2018,ESP,Spain,Western Europe,8.2,29.0,1.0,8.4,6.7,6.7,7.3,9.8,10.0,10.0,7.5,10.0,10.0,9.5,10.0,7.5,8.8,9.3,10.0,10.0,10.0,10.0,8.0,9.3,7.7,6.3,7.8,9.9,7.5,9.2,7.9,8.5,9.8,8.6,8.9,10.0,10.0,7.5,10.0,10.0,10.0,9.6,7.0,10.0,10.0,10.0,10.0,9.0,8.67,28.0,4.6,4.7,10.0,4.0,4.0,4.0,7.1,6.1,6.2,5.7,6.5,8.3,7.9,5.3,7.7,8.9,1.0,7.1,7.9,9.7,9.7,10.0,9.3,9.1,9.0,6.3,8.1,6.6,10.0,8.3,10.0,10.0,3.1,7.7,6.9,8.3,10.0,8.0,10.0,9.3,3.9,3.7,6.8,8.0,5.1,10.0,6.2,3.1,7.6,9.5,10.0,8.5,8.4,7.9,7.8,7.73,33.0,9.26
1486,2017,ESP,Spain,Western Europe,8.14,31.0,1.0,8.2,6.7,6.6,7.0,9.7,10.0,10.0,10.0,9.8,9.5,9.9,10.0,7.5,8.8,9.4,10.0,10.0,10.0,10.0,8.0,9.3,7.7,6.3,7.8,9.7,7.5,9.3,7.9,8.6,8.7,8.4,8.6,10.0,10.0,7.5,10.0,10.0,10.0,9.6,7.0,10.0,10.0,10.0,10.0,9.0,8.61,31.0,4.6,4.8,10.0,4.0,4.0,4.0,7.0,6.1,5.9,5.5,6.0,8.3,7.9,5.3,7.7,8.6,1.0,6.9,7.4,9.8,9.6,10.0,9.2,9.0,9.0,6.7,8.2,6.3,10.0,8.1,10.0,10.0,3.1,7.7,6.9,8.3,10.0,8.0,10.0,9.3,3.9,3.5,6.4,8.0,5.1,10.0,6.1,2.9,7.6,9.5,10.0,8.5,8.3,7.8,7.8,7.66,38.0,9.26
1487,2016,ESP,Spain,Western Europe,8.23,28.0,1.0,8.1,6.6,6.4,7.0,9.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,8.8,9.5,10.0,10.0,10.0,10.0,8.0,9.5,7.7,6.3,7.9,10.0,7.5,9.3,7.9,8.6,9.7,9.1,9.0,10.0,10.0,7.3,10.0,10.0,10.0,9.5,7.0,10.0,10.0,10.0,10.0,9.0,8.67,29.0,4.5,4.6,10.0,5.0,5.0,5.0,8.2,6.5,6.0,5.5,6.1,8.3,7.9,5.3,7.8,8.7,1.0,6.9,8.2,9.8,10.0,10.0,9.5,9.0,9.0,6.8,8.3,6.2,10.0,8.1,10.0,10.0,3.1,7.7,6.9,8.3,10.0,8.0,10.0,9.3,3.9,3.6,6.4,8.0,5.1,10.0,6.2,3.0,7.8,9.5,10.0,7.5,8.3,7.7,7.7,7.79,26.0,9.26
1488,2015,ESP,Spain,Western Europe,8.24,27.0,1.0,8.1,6.6,6.4,7.0,9.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,8.8,9.5,10.0,10.0,10.0,10.0,8.0,9.5,8.9,7.4,8.4,10.0,7.5,9.3,7.9,8.6,9.7,9.1,9.0,10.0,10.0,7.3,10.0,10.0,10.0,9.5,7.0,10.0,10.0,10.0,10.0,9.0,8.71,30.0,4.4,4.6,10.0,4.0,4.0,4.0,8.2,6.2,5.9,5.5,6.1,8.3,7.9,5.2,7.8,8.6,1.0,6.9,9.4,9.8,9.9,10.0,9.8,9.1,9.0,7.0,8.4,5.8,10.0,7.9,10.0,10.0,3.1,7.7,6.9,8.3,10.0,7.9,9.0,9.0,3.9,3.8,6.7,8.0,5.1,10.0,6.3,3.0,7.6,9.5,10.0,7.6,8.3,7.7,7.6,7.77,29.0,9.26
